type,category,question,answer,clean_text,spu_id,spu_name,sub_category,brand,specs,description,rule_id,rule_category,rule_title,rule_content,session_id,turn_id,role,message,intent_label
product,家电,,,【伊利旗舰店】伊利 洗衣机 594型，规格: 旗舰版 | 颜色: 星空灰 | 重量: 6.7kg。变频节能。现在下单享限时包邮。,SPU000594,伊利 洗衣机 594型,洗衣机,伊利,规格: 旗舰版 | 颜色: 星空灰 | 重量: 6.7kg,【伊利旗舰店】伊利 洗衣机 594型，规格: 旗舰版 | 颜色: 星空灰 | 重量: 6.7kg。变频节能。现在下单享限时包邮。,,,,,,,,,
product,家电,,,【百草味旗舰店】百草味 洗衣机 595型，颜色: 星空灰 | 规格: 标准版。变频节能。现在下单享赠品随单送。,SPU000595,百草味 洗衣机 595型,洗衣机,百草味,颜色: 星空灰 | 规格: 标准版,【百草味旗舰店】百草味 洗衣机 595型，颜色: 星空灰 | 规格: 标准版。变频节能。现在下单享赠品随单送。,,,,,,,,,
product,家电,,,海尔官方正品海尔 洗衣机 596型，规格: 旗舰版 | 颜色: 雾霾蓝。支持全国联保，变频节能。已通过家电行业标准认证。,SPU000596,海尔 洗衣机 596型,洗衣机,海尔,规格: 旗舰版 | 颜色: 雾霾蓝,海尔官方正品海尔 洗衣机 596型，规格: 旗舰版 | 颜色: 雾霾蓝。支持全国联保，变频节能。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,【兰蔻旗舰店】兰蔻 洗衣机 597型，重量: 0.9kg。变频节能。现在下单享30天价保。,SPU000597,兰蔻 洗衣机 597型,洗衣机,兰蔻,重量: 0.9kg,【兰蔻旗舰店】兰蔻 洗衣机 597型，重量: 0.9kg。变频节能。现在下单享30天价保。,,,,,,,,,
product,家电,,,资生堂官方正品资生堂 洗衣机 598型，重量: 6.4kg | 规格: 旗舰版 | 颜色: 珍珠白。支持全国联保，智能APP远程控制。已通过家电行业标准认证。,SPU000598,资生堂 洗衣机 598型,洗衣机,资生堂,重量: 6.4kg | 规格: 旗舰版 | 颜色: 珍珠白,资生堂官方正品资生堂 洗衣机 598型，重量: 6.4kg | 规格: 旗舰版 | 颜色: 珍珠白。支持全国联保，智能APP远程控制。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,良品铺子良品铺子 洗衣机 599型，颜色: 星空灰 | 规格: Pro版 | 重量: 2.6kg。家电品类热销产品，累计好评10万+。变频节能,SPU000599,良品铺子 洗衣机 599型,洗衣机,良品铺子,颜色: 星空灰 | 规格: Pro版 | 重量: 2.6kg,良品铺子良品铺子 洗衣机 599型，颜色: 星空灰 | 规格: Pro版 | 重量: 2.6kg。家电品类热销产品，累计好评10万+。变频节能,,,,,,,,,
product,家电,,,【华为旗舰店】华为 洗衣机 600型，重量: 6.5kg | 规格: 升级版。一级能效。现在下单享赠品随单送。,SPU000600,华为 洗衣机 600型,洗衣机,华为,重量: 6.5kg | 规格: 升级版,【华为旗舰店】华为 洗衣机 600型，重量: 6.5kg | 规格: 升级版。一级能效。现在下单享赠品随单送。,,,,,,,,,
product,家电,,,【安踏旗舰店】安踏 洗衣机 601型，颜色: 樱花粉 | 规格: 旗舰版 | 重量: 16.5kg。一级能效。现在下单享30天价保。,SPU000601,安踏 洗衣机 601型,洗衣机,安踏,颜色: 樱花粉 | 规格: 旗舰版 | 重量: 16.5kg,【安踏旗舰店】安踏 洗衣机 601型，颜色: 樱花粉 | 规格: 旗舰版 | 重量: 16.5kg。一级能效。现在下单享30天价保。,,,,,,,,,
product,家电,,,【三星旗舰店】三星 洗衣机 602型，规格: 升级版 | 重量: 20.4kg | 颜色: 珍珠白。静音运行低至22dB。现在下单享买二免一。,SPU000602,三星 洗衣机 602型,洗衣机,三星,规格: 升级版 | 重量: 20.4kg | 颜色: 珍珠白,【三星旗舰店】三星 洗衣机 602型，规格: 升级版 | 重量: 20.4kg | 颜色: 珍珠白。静音运行低至22dB。现在下单享买二免一。,,,,,,,,,
product,家电,,,【三只松鼠旗舰店】三只松鼠 洗衣机 603型，重量: 3.7kg | 颜色: 珍珠白。智能APP远程控制。现在下单享买二免一。,SPU000603,三只松鼠 洗衣机 603型,洗衣机,三只松鼠,重量: 3.7kg | 颜色: 珍珠白,【三只松鼠旗舰店】三只松鼠 洗衣机 603型，重量: 3.7kg | 颜色: 珍珠白。智能APP远程控制。现在下单享买二免一。,,,,,,,,,
product,家电,,,伊利官方正品伊利 洗衣机 604型，规格: 升级版 | 重量: 5.9kg。支持全国联保，智能APP远程控制。已通过家电行业标准认证。,SPU000604,伊利 洗衣机 604型,洗衣机,伊利,规格: 升级版 | 重量: 5.9kg,伊利官方正品伊利 洗衣机 604型，规格: 升级版 | 重量: 5.9kg。支持全国联保，智能APP远程控制。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,伊利伊利 洗衣机 605型，规格: 升级版 | 颜色: 雾霾蓝。家电品类热销产品，累计好评4万+。一级能效,SPU000605,伊利 洗衣机 605型,洗衣机,伊利,规格: 升级版 | 颜色: 雾霾蓝,伊利伊利 洗衣机 605型，规格: 升级版 | 颜色: 雾霾蓝。家电品类热销产品，累计好评4万+。一级能效,,,,,,,,,
product,家电,,,华为官方正品华为 洗衣机 606型，规格: 升级版。支持全国联保，静音运行低至22dB。已通过家电行业标准认证。,SPU000606,华为 洗衣机 606型,洗衣机,华为,规格: 升级版,华为官方正品华为 洗衣机 606型，规格: 升级版。支持全国联保，静音运行低至22dB。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,安踏官方正品安踏 洗衣机 607型，重量: 7.8kg。支持全国联保，变频节能。已通过家电行业标准认证。,SPU000607,安踏 洗衣机 607型,洗衣机,安踏,重量: 7.8kg,安踏官方正品安踏 洗衣机 607型，重量: 7.8kg。支持全国联保，变频节能。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,兰蔻官方正品兰蔻 洗衣机 608型，规格: Pro版 | 颜色: 珍珠白 | 重量: 21.7kg。支持全国联保，一级能效。已通过家电行业标准认证。,SPU000608,兰蔻 洗衣机 608型,洗衣机,兰蔻,规格: Pro版 | 颜色: 珍珠白 | 重量: 21.7kg,兰蔻官方正品兰蔻 洗衣机 608型，规格: Pro版 | 颜色: 珍珠白 | 重量: 21.7kg。支持全国联保，一级能效。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,【伊利旗舰店】伊利 洗衣机 609型，颜色: 樱花粉。智能APP远程控制。现在下单享30天价保。,SPU000609,伊利 洗衣机 609型,洗衣机,伊利,颜色: 樱花粉,【伊利旗舰店】伊利 洗衣机 609型，颜色: 樱花粉。智能APP远程控制。现在下单享30天价保。,,,,,,,,,
product,家电,,,蒙牛官方正品蒙牛 洗衣机 610型，颜色: 珍珠白。支持全国联保，变频节能。已通过家电行业标准认证。,SPU000610,蒙牛 洗衣机 610型,洗衣机,蒙牛,颜色: 珍珠白,蒙牛官方正品蒙牛 洗衣机 610型，颜色: 珍珠白。支持全国联保，变频节能。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,三只松鼠官方正品三只松鼠 洗衣机 611型，重量: 2.0kg。支持全国联保，变频节能。已通过家电行业标准认证。,SPU000611,三只松鼠 洗衣机 611型,洗衣机,三只松鼠,重量: 2.0kg,三只松鼠官方正品三只松鼠 洗衣机 611型，重量: 2.0kg。支持全国联保，变频节能。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,【科沃斯旗舰店】科沃斯 洗衣机 612型，规格: 升级版。静音运行低至22dB。现在下单享买二免一。,SPU000612,科沃斯 洗衣机 612型,洗衣机,科沃斯,规格: 升级版,【科沃斯旗舰店】科沃斯 洗衣机 612型，规格: 升级版。静音运行低至22dB。现在下单享买二免一。,,,,,,,,,
product,家电,,,小米小米 洗衣机 613型，颜色: 雾霾蓝 | 规格: 旗舰版。家电品类热销产品，累计好评44万+。一级能效,SPU000613,小米 洗衣机 613型,洗衣机,小米,颜色: 雾霾蓝 | 规格: 旗舰版,小米小米 洗衣机 613型，颜色: 雾霾蓝 | 规格: 旗舰版。家电品类热销产品，累计好评44万+。一级能效,,,,,,,,,
product,家电,,,【科沃斯旗舰店】科沃斯 洗衣机 614型，规格: 标准版 | 颜色: 经典黑。一级能效。现在下单享限时包邮。,SPU000614,科沃斯 洗衣机 614型,洗衣机,科沃斯,规格: 标准版 | 颜色: 经典黑,【科沃斯旗舰店】科沃斯 洗衣机 614型，规格: 标准版 | 颜色: 经典黑。一级能效。现在下单享限时包邮。,,,,,,,,,
product,家电,,,蒙牛官方正品蒙牛 洗衣机 615型，颜色: 雾霾蓝 | 规格: 标准版 | 重量: 21.6kg。支持全国联保，智能APP远程控制。已通过家电行业标准认证。,SPU000615,蒙牛 洗衣机 615型,洗衣机,蒙牛,颜色: 雾霾蓝 | 规格: 标准版 | 重量: 21.6kg,蒙牛官方正品蒙牛 洗衣机 615型，颜色: 雾霾蓝 | 规格: 标准版 | 重量: 21.6kg。支持全国联保，智能APP远程控制。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,李宁官方正品李宁 洗衣机 616型，颜色: 樱花粉。支持全国联保，一级能效。已通过家电行业标准认证。,SPU000616,李宁 洗衣机 616型,洗衣机,李宁,颜色: 樱花粉,李宁官方正品李宁 洗衣机 616型，颜色: 樱花粉。支持全国联保，一级能效。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,华为华为 洗衣机 617型，规格: 标准版。家电品类热销产品，累计好评19万+。智能APP远程控制,SPU000617,华为 洗衣机 617型,洗衣机,华为,规格: 标准版,华为华为 洗衣机 617型，规格: 标准版。家电品类热销产品，累计好评19万+。智能APP远程控制,,,,,,,,,
product,家电,,,百草味官方正品百草味 洗衣机 618型，颜色: 珍珠白 | 重量: 0.3kg。支持全国联保，一级能效。已通过家电行业标准认证。,SPU000618,百草味 洗衣机 618型,洗衣机,百草味,颜色: 珍珠白 | 重量: 0.3kg,百草味官方正品百草味 洗衣机 618型，颜色: 珍珠白 | 重量: 0.3kg。支持全国联保，一级能效。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,阿迪达斯阿迪达斯 洗衣机 619型，规格: Lite版。家电品类热销产品，累计好评21万+。一级能效,SPU000619,阿迪达斯 洗衣机 619型,洗衣机,阿迪达斯,规格: Lite版,阿迪达斯阿迪达斯 洗衣机 619型，规格: Lite版。家电品类热销产品，累计好评21万+。一级能效,,,,,,,,,
product,家电,,,蒙牛官方正品蒙牛 洗衣机 620型，重量: 23.2kg | 颜色: 珍珠白。支持全国联保，变频节能。已通过家电行业标准认证。,SPU000620,蒙牛 洗衣机 620型,洗衣机,蒙牛,重量: 23.2kg | 颜色: 珍珠白,蒙牛官方正品蒙牛 洗衣机 620型，重量: 23.2kg | 颜色: 珍珠白。支持全国联保，变频节能。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,【安踏旗舰店】安踏 洗衣机 621型，颜色: 经典黑。智能APP远程控制。现在下单享赠品随单送。,SPU000621,安踏 洗衣机 621型,洗衣机,安踏,颜色: 经典黑,【安踏旗舰店】安踏 洗衣机 621型，颜色: 经典黑。智能APP远程控制。现在下单享赠品随单送。,,,,,,,,,
product,家电,,,【三只松鼠旗舰店】三只松鼠 洗衣机 622型，规格: 升级版。静音运行低至22dB。现在下单享30天价保。,SPU000622,三只松鼠 洗衣机 622型,洗衣机,三只松鼠,规格: 升级版,【三只松鼠旗舰店】三只松鼠 洗衣机 622型，规格: 升级版。静音运行低至22dB。现在下单享30天价保。,,,,,,,,,
product,家电,,,欧莱雅官方正品欧莱雅 冰箱 623型，颜色: 珍珠白 | 规格: 标准版 | 重量: 22.8kg。支持全国联保，变频节能。已通过家电行业标准认证。,SPU000623,欧莱雅 冰箱 623型,冰箱,欧莱雅,颜色: 珍珠白 | 规格: 标准版 | 重量: 22.8kg,欧莱雅官方正品欧莱雅 冰箱 623型，颜色: 珍珠白 | 规格: 标准版 | 重量: 22.8kg。支持全国联保，变频节能。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,良品铺子良品铺子 冰箱 624型，规格: Pro版 | 重量: 3.5kg。家电品类热销产品，累计好评19万+。一级能效,SPU000624,良品铺子 冰箱 624型,冰箱,良品铺子,规格: Pro版 | 重量: 3.5kg,良品铺子良品铺子 冰箱 624型，规格: Pro版 | 重量: 3.5kg。家电品类热销产品，累计好评19万+。一级能效,,,,,,,,,
product,家电,,,【安踏旗舰店】安踏 冰箱 625型，重量: 4.3kg | 颜色: 经典黑 | 规格: Pro版。变频节能。现在下单享赠品随单送。,SPU000625,安踏 冰箱 625型,冰箱,安踏,重量: 4.3kg | 颜色: 经典黑 | 规格: Pro版,【安踏旗舰店】安踏 冰箱 625型，重量: 4.3kg | 颜色: 经典黑 | 规格: Pro版。变频节能。现在下单享赠品随单送。,,,,,,,,,
product,家电,,,【兰蔻旗舰店】兰蔻 冰箱 626型，颜色: 雾霾蓝。智能APP远程控制。现在下单享买二免一。,SPU000626,兰蔻 冰箱 626型,冰箱,兰蔻,颜色: 雾霾蓝,【兰蔻旗舰店】兰蔻 冰箱 626型，颜色: 雾霾蓝。智能APP远程控制。现在下单享买二免一。,,,,,,,,,
product,家电,,,【美的旗舰店】美的 冰箱 627型，颜色: 樱花粉。一级能效。现在下单享限时包邮。,SPU000627,美的 冰箱 627型,冰箱,美的,颜色: 樱花粉,【美的旗舰店】美的 冰箱 627型，颜色: 樱花粉。一级能效。现在下单享限时包邮。,,,,,,,,,
product,家电,,,科沃斯科沃斯 冰箱 628型，颜色: 樱花粉 | 重量: 12.7kg | 规格: Pro版。家电品类热销产品，累计好评12万+。智能APP远程控制,SPU000628,科沃斯 冰箱 628型,冰箱,科沃斯,颜色: 樱花粉 | 重量: 12.7kg | 规格: Pro版,科沃斯科沃斯 冰箱 628型，颜色: 樱花粉 | 重量: 12.7kg | 规格: Pro版。家电品类热销产品，累计好评12万+。智能APP远程控制,,,,,,,,,
product,家电,,,【伊利旗舰店】伊利 冰箱 629型，规格: 旗舰版。静音运行低至22dB。现在下单享赠品随单送。,SPU000629,伊利 冰箱 629型,冰箱,伊利,规格: 旗舰版,【伊利旗舰店】伊利 冰箱 629型，规格: 旗舰版。静音运行低至22dB。现在下单享赠品随单送。,,,,,,,,,
product,家电,,,小米官方正品小米 冰箱 630型，规格: Pro版 | 颜色: 经典黑 | 重量: 12.9kg。支持全国联保，静音运行低至22dB。已通过家电行业标准认证。,SPU000630,小米 冰箱 630型,冰箱,小米,规格: Pro版 | 颜色: 经典黑 | 重量: 12.9kg,小米官方正品小米 冰箱 630型，规格: Pro版 | 颜色: 经典黑 | 重量: 12.9kg。支持全国联保，静音运行低至22dB。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,【华为旗舰店】华为 冰箱 631型，重量: 12.3kg。静音运行低至22dB。现在下单享30天价保。,SPU000631,华为 冰箱 631型,冰箱,华为,重量: 12.3kg,【华为旗舰店】华为 冰箱 631型，重量: 12.3kg。静音运行低至22dB。现在下单享30天价保。,,,,,,,,,
product,家电,,,安踏安踏 冰箱 632型，规格: 标准版 | 重量: 4.8kg | 颜色: 星空灰。家电品类热销产品，累计好评24万+。静音运行低至22dB,SPU000632,安踏 冰箱 632型,冰箱,安踏,规格: 标准版 | 重量: 4.8kg | 颜色: 星空灰,安踏安踏 冰箱 632型，规格: 标准版 | 重量: 4.8kg | 颜色: 星空灰。家电品类热销产品，累计好评24万+。静音运行低至22dB,,,,,,,,,
product,家电,,,伊利官方正品伊利 冰箱 633型，规格: 旗舰版 | 重量: 12.2kg | 颜色: 珍珠白。支持全国联保，静音运行低至22dB。已通过家电行业标准认证。,SPU000633,伊利 冰箱 633型,冰箱,伊利,规格: 旗舰版 | 重量: 12.2kg | 颜色: 珍珠白,伊利官方正品伊利 冰箱 633型，规格: 旗舰版 | 重量: 12.2kg | 颜色: 珍珠白。支持全国联保，静音运行低至22dB。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,兰蔻兰蔻 冰箱 634型，规格: 标准版 | 颜色: 樱花粉 | 重量: 20.5kg。家电品类热销产品，累计好评46万+。静音运行低至22dB,SPU000634,兰蔻 冰箱 634型,冰箱,兰蔻,规格: 标准版 | 颜色: 樱花粉 | 重量: 20.5kg,兰蔻兰蔻 冰箱 634型，规格: 标准版 | 颜色: 樱花粉 | 重量: 20.5kg。家电品类热销产品，累计好评46万+。静音运行低至22dB,,,,,,,,,
product,家电,,,李宁官方正品李宁 冰箱 635型，颜色: 珍珠白 | 规格: 旗舰版 | 重量: 15.2kg。支持全国联保，一级能效。已通过家电行业标准认证。,SPU000635,李宁 冰箱 635型,冰箱,李宁,颜色: 珍珠白 | 规格: 旗舰版 | 重量: 15.2kg,李宁官方正品李宁 冰箱 635型，颜色: 珍珠白 | 规格: 旗舰版 | 重量: 15.2kg。支持全国联保，一级能效。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,安踏官方正品安踏 冰箱 636型，重量: 0.7kg | 规格: 旗舰版。支持全国联保，静音运行低至22dB。已通过家电行业标准认证。,SPU000636,安踏 冰箱 636型,冰箱,安踏,重量: 0.7kg | 规格: 旗舰版,安踏官方正品安踏 冰箱 636型，重量: 0.7kg | 规格: 旗舰版。支持全国联保，静音运行低至22dB。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,苹果官方正品苹果 冰箱 637型，颜色: 雾霾蓝 | 重量: 6.7kg | 规格: 标准版。支持全国联保，静音运行低至22dB。已通过家电行业标准认证。,SPU000637,苹果 冰箱 637型,冰箱,苹果,颜色: 雾霾蓝 | 重量: 6.7kg | 规格: 标准版,苹果官方正品苹果 冰箱 637型，颜色: 雾霾蓝 | 重量: 6.7kg | 规格: 标准版。支持全国联保，静音运行低至22dB。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,【安踏旗舰店】安踏 冰箱 638型，颜色: 经典黑 | 规格: 标准版 | 重量: 0.3kg。一级能效。现在下单享限时包邮。,SPU000638,安踏 冰箱 638型,冰箱,安踏,颜色: 经典黑 | 规格: 标准版 | 重量: 0.3kg,【安踏旗舰店】安踏 冰箱 638型，颜色: 经典黑 | 规格: 标准版 | 重量: 0.3kg。一级能效。现在下单享限时包邮。,,,,,,,,,
product,家电,,,【格力旗舰店】格力 冰箱 639型，颜色: 经典黑。一级能效。现在下单享赠品随单送。,SPU000639,格力 冰箱 639型,冰箱,格力,颜色: 经典黑,【格力旗舰店】格力 冰箱 639型，颜色: 经典黑。一级能效。现在下单享赠品随单送。,,,,,,,,,
product,家电,,,三只松鼠三只松鼠 冰箱 640型，重量: 17.7kg | 颜色: 樱花粉。家电品类热销产品，累计好评21万+。一级能效,SPU000640,三只松鼠 冰箱 640型,冰箱,三只松鼠,重量: 17.7kg | 颜色: 樱花粉,三只松鼠三只松鼠 冰箱 640型，重量: 17.7kg | 颜色: 樱花粉。家电品类热销产品，累计好评21万+。一级能效,,,,,,,,,
product,家电,,,阿迪达斯官方正品阿迪达斯 冰箱 641型，重量: 17.9kg | 规格: Lite版 | 颜色: 雾霾蓝。支持全国联保，一级能效。已通过家电行业标准认证。,SPU000641,阿迪达斯 冰箱 641型,冰箱,阿迪达斯,重量: 17.9kg | 规格: Lite版 | 颜色: 雾霾蓝,阿迪达斯官方正品阿迪达斯 冰箱 641型，重量: 17.9kg | 规格: Lite版 | 颜色: 雾霾蓝。支持全国联保，一级能效。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,格力格力 冰箱 642型，重量: 4.8kg | 规格: 旗舰版。家电品类热销产品，累计好评36万+。智能APP远程控制,SPU000642,格力 冰箱 642型,冰箱,格力,重量: 4.8kg | 规格: 旗舰版,格力格力 冰箱 642型，重量: 4.8kg | 规格: 旗舰版。家电品类热销产品，累计好评36万+。智能APP远程控制,,,,,,,,,
product,家电,,,【耐克旗舰店】耐克 冰箱 643型，规格: Lite版。一级能效。现在下单享30天价保。,SPU000643,耐克 冰箱 643型,冰箱,耐克,规格: Lite版,【耐克旗舰店】耐克 冰箱 643型，规格: Lite版。一级能效。现在下单享30天价保。,,,,,,,,,
product,家电,,,【美的旗舰店】美的 冰箱 644型，规格: Lite版 | 重量: 2.8kg | 颜色: 雾霾蓝。智能APP远程控制。现在下单享买二免一。,SPU000644,美的 冰箱 644型,冰箱,美的,规格: Lite版 | 重量: 2.8kg | 颜色: 雾霾蓝,【美的旗舰店】美的 冰箱 644型，规格: Lite版 | 重量: 2.8kg | 颜色: 雾霾蓝。智能APP远程控制。现在下单享买二免一。,,,,,,,,,
product,家电,,,百草味官方正品百草味 冰箱 645型，颜色: 雾霾蓝。支持全国联保，一级能效。已通过家电行业标准认证。,SPU000645,百草味 冰箱 645型,冰箱,百草味,颜色: 雾霾蓝,百草味官方正品百草味 冰箱 645型，颜色: 雾霾蓝。支持全国联保，一级能效。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,良品铺子良品铺子 冰箱 646型，规格: 标准版。家电品类热销产品，累计好评32万+。静音运行低至22dB,SPU000646,良品铺子 冰箱 646型,冰箱,良品铺子,规格: 标准版,良品铺子良品铺子 冰箱 646型，规格: 标准版。家电品类热销产品，累计好评32万+。静音运行低至22dB,,,,,,,,,
product,家电,,,【华为旗舰店】华为 冰箱 647型，规格: 标准版 | 颜色: 珍珠白。智能APP远程控制。现在下单享买二免一。,SPU000647,华为 冰箱 647型,冰箱,华为,规格: 标准版 | 颜色: 珍珠白,【华为旗舰店】华为 冰箱 647型，规格: 标准版 | 颜色: 珍珠白。智能APP远程控制。现在下单享买二免一。,,,,,,,,,
product,家电,,,蒙牛蒙牛 冰箱 648型，规格: 标准版 | 颜色: 星空灰 | 重量: 3.7kg。家电品类热销产品，累计好评7万+。智能APP远程控制,SPU000648,蒙牛 冰箱 648型,冰箱,蒙牛,规格: 标准版 | 颜色: 星空灰 | 重量: 3.7kg,蒙牛蒙牛 冰箱 648型，规格: 标准版 | 颜色: 星空灰 | 重量: 3.7kg。家电品类热销产品，累计好评7万+。智能APP远程控制,,,,,,,,,
product,家电,,,【格力旗舰店】格力 冰箱 649型，颜色: 樱花粉 | 重量: 23.1kg。变频节能。现在下单享赠品随单送。,SPU000649,格力 冰箱 649型,冰箱,格力,颜色: 樱花粉 | 重量: 23.1kg,【格力旗舰店】格力 冰箱 649型，颜色: 樱花粉 | 重量: 23.1kg。变频节能。现在下单享赠品随单送。,,,,,,,,,
product,家电,,,资生堂资生堂 冰箱 650型，重量: 20.5kg。家电品类热销产品，累计好评41万+。静音运行低至22dB,SPU000650,资生堂 冰箱 650型,冰箱,资生堂,重量: 20.5kg,资生堂资生堂 冰箱 650型，重量: 20.5kg。家电品类热销产品，累计好评41万+。静音运行低至22dB,,,,,,,,,
product,家电,,,【兰蔻旗舰店】兰蔻 冰箱 651型，重量: 23.9kg | 颜色: 星空灰。一级能效。现在下单享限时包邮。,SPU000651,兰蔻 冰箱 651型,冰箱,兰蔻,重量: 23.9kg | 颜色: 星空灰,【兰蔻旗舰店】兰蔻 冰箱 651型，重量: 23.9kg | 颜色: 星空灰。一级能效。现在下单享限时包邮。,,,,,,,,,
product,家电,,,【华为旗舰店】华为 冰箱 652型，颜色: 经典黑。智能APP远程控制。现在下单享限时包邮。,SPU000652,华为 冰箱 652型,冰箱,华为,颜色: 经典黑,【华为旗舰店】华为 冰箱 652型，颜色: 经典黑。智能APP远程控制。现在下单享限时包邮。,,,,,,,,,
product,家电,,,科沃斯科沃斯 冰箱 653型，重量: 3.4kg | 颜色: 珍珠白。家电品类热销产品，累计好评27万+。静音运行低至22dB,SPU000653,科沃斯 冰箱 653型,冰箱,科沃斯,重量: 3.4kg | 颜色: 珍珠白,科沃斯科沃斯 冰箱 653型，重量: 3.4kg | 颜色: 珍珠白。家电品类热销产品，累计好评27万+。静音运行低至22dB,,,,,,,,,
product,家电,,,【三只松鼠旗舰店】三只松鼠 冰箱 654型，重量: 9.5kg。变频节能。现在下单享限时包邮。,SPU000654,三只松鼠 冰箱 654型,冰箱,三只松鼠,重量: 9.5kg,【三只松鼠旗舰店】三只松鼠 冰箱 654型，重量: 9.5kg。变频节能。现在下单享限时包邮。,,,,,,,,,
product,家电,,,安踏官方正品安踏 冰箱 655型，颜色: 珍珠白。支持全国联保，静音运行低至22dB。已通过家电行业标准认证。,SPU000655,安踏 冰箱 655型,冰箱,安踏,颜色: 珍珠白,安踏官方正品安踏 冰箱 655型，颜色: 珍珠白。支持全国联保，静音运行低至22dB。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,阿迪达斯官方正品阿迪达斯 冰箱 656型，重量: 18.9kg | 规格: 升级版。支持全国联保，一级能效。已通过家电行业标准认证。,SPU000656,阿迪达斯 冰箱 656型,冰箱,阿迪达斯,重量: 18.9kg | 规格: 升级版,阿迪达斯官方正品阿迪达斯 冰箱 656型，重量: 18.9kg | 规格: 升级版。支持全国联保，一级能效。已通过家电行业标准认证。,,,,,,,,,
product,家电,,,【安踏旗舰店】安踏 冰箱 657型，重量: 8.6kg | 规格: Lite版 | 颜色: 雾霾蓝。静音运行低至22dB。现在下单享30天价保。,SPU000657,安踏 冰箱 657型,冰箱,安踏,重量: 8.6kg | 规格: Lite版 | 颜色: 雾霾蓝,【安踏旗舰店】安踏 冰箱 657型，重量: 8.6kg | 规格: Lite版 | 颜色: 雾霾蓝。静音运行低至22dB。现在下单享30天价保。,,,,,,,,,
product,家电,,,【伊利旗舰店】伊利 冰箱 658型，颜色: 珍珠白 | 规格: 标准版。变频节能。现在下单享赠品随单送。,SPU000658,伊利 冰箱 658型,冰箱,伊利,颜色: 珍珠白 | 规格: 标准版,【伊利旗舰店】伊利 冰箱 658型，颜色: 珍珠白 | 规格: 标准版。变频节能。现在下单享赠品随单送。,,,,,,,,,
product,家电,,,美的美的 冰箱 659型，规格: 标准版 | 颜色: 星空灰。家电品类热销产品，累计好评13万+。静音运行低至22dB,SPU000659,美的 冰箱 659型,冰箱,美的,规格: 标准版 | 颜色: 星空灰,美的美的 冰箱 659型，规格: 标准版 | 颜色: 星空灰。家电品类热销产品，累计好评13万+。静音运行低至22dB,,,,,,,,,
product,家电,,,资生堂资生堂 冰箱 660型，重量: 24.6kg | 规格: 标准版 | 颜色: 星空灰。家电品类热销产品，累计好评4万+。变频节能,SPU000660,资生堂 冰箱 660型,冰箱,资生堂,重量: 24.6kg | 规格: 标准版 | 颜色: 星空灰,资生堂资生堂 冰箱 660型，重量: 24.6kg | 规格: 标准版 | 颜色: 星空灰。家电品类热销产品，累计好评4万+。变频节能,,,,,,,,,
product,家电,,,耐克耐克 冰箱 661型，规格: Lite版。家电品类热销产品，累计好评28万+。智能APP远程控制,SPU000661,耐克 冰箱 661型,冰箱,耐克,规格: Lite版,耐克耐克 冰箱 661型，规格: Lite版。家电品类热销产品，累计好评28万+。智能APP远程控制,,,,,,,,,
product,家电,,,【阿迪达斯旗舰店】阿迪达斯 冰箱 662型，颜色: 樱花粉。智能APP远程控制。现在下单享30天价保。,SPU000662,阿迪达斯 冰箱 662型,冰箱,阿迪达斯,颜色: 樱花粉,【阿迪达斯旗舰店】阿迪达斯 冰箱 662型，颜色: 樱花粉。智能APP远程控制。现在下单享30天价保。,,,,,,,,,
product,家电,,,【华为旗舰店】华为 冰箱 663型，重量: 1.5kg。智能APP远程控制。现在下单享限时包邮。,SPU000663,华为 冰箱 663型,冰箱,华为,重量: 1.5kg,【华为旗舰店】华为 冰箱 663型，重量: 1.5kg。智能APP远程控制。现在下单享限时包邮。,,,,,,,,,
