type,spu_id,spu_name,category,sub_category,brand,specs,description,clean_text
product,SPU000164,耐克 功能手机 164型,手机通讯,功能手机,耐克,颜色: 樱花粉,耐克官方正品耐克 功能手机 164型，颜色: 樱花粉。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。,耐克官方正品耐克 功能手机 164型，颜色: 樱花粉。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。
product,SPU000165,华为 功能手机 165型,手机通讯,功能手机,华为,规格: Pro版,【华为旗舰店】华为 功能手机 165型，规格: Pro版。超长续航5000mAh。现在下单享买二免一。,【华为旗舰店】华为 功能手机 165型，规格: Pro版。超长续航5000mAh。现在下单享买二免一。
product,SPU000166,耐克 功能手机 166型,手机通讯,功能手机,耐克,颜色: 雾霾蓝 | 重量: 13.3kg | 规格: 标准版,耐克官方正品耐克 功能手机 166型，颜色: 雾霾蓝 | 重量: 13.3kg | 规格: 标准版。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。,耐克官方正品耐克 功能手机 166型，颜色: 雾霾蓝 | 重量: 13.3kg | 规格: 标准版。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。
product,SPU000167,小米 手机配件 167型,手机通讯,手机配件,小米,重量: 16.8kg | 颜色: 樱花粉 | 规格: 标准版,小米官方正品小米 手机配件 167型，重量: 16.8kg | 颜色: 樱花粉 | 规格: 标准版。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。,小米官方正品小米 手机配件 167型，重量: 16.8kg | 颜色: 樱花粉 | 规格: 标准版。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。
product,SPU000168,伊利 手机配件 168型,手机通讯,手机配件,伊利,规格: 旗舰版,【伊利旗舰店】伊利 手机配件 168型，规格: 旗舰版。120Hz高刷屏。现在下单享赠品随单送。,【伊利旗舰店】伊利 手机配件 168型，规格: 旗舰版。120Hz高刷屏。现在下单享赠品随单送。
product,SPU000169,兰蔻 手机配件 169型,手机通讯,手机配件,兰蔻,规格: Pro版 | 重量: 13.7kg | 颜色: 经典黑,【兰蔻旗舰店】兰蔻 手机配件 169型，规格: Pro版 | 重量: 13.7kg | 颜色: 经典黑。高清AI四摄。现在下单享赠品随单送。,【兰蔻旗舰店】兰蔻 手机配件 169型，规格: Pro版 | 重量: 13.7kg | 颜色: 经典黑。高清AI四摄。现在下单享赠品随单送。
product,SPU000170,三星 手机配件 170型,手机通讯,手机配件,三星,规格: Lite版,三星官方正品三星 手机配件 170型，规格: Lite版。支持全国联保，高清AI四摄。已通过手机通讯行业标准认证。,三星官方正品三星 手机配件 170型，规格: Lite版。支持全国联保，高清AI四摄。已通过手机通讯行业标准认证。
product,SPU000171,华为 手机配件 171型,手机通讯,手机配件,华为,规格: 旗舰版 | 颜色: 经典黑,华为华为 手机配件 171型，规格: 旗舰版 | 颜色: 经典黑。手机通讯品类热销产品，累计好评38万+。支持5G全网通,华为华为 手机配件 171型，规格: 旗舰版 | 颜色: 经典黑。手机通讯品类热销产品，累计好评38万+。支持5G全网通
product,SPU000172,蒙牛 手机配件 172型,手机通讯,手机配件,蒙牛,规格: Pro版,【蒙牛旗舰店】蒙牛 手机配件 172型，规格: Pro版。支持5G全网通。现在下单享赠品随单送。,【蒙牛旗舰店】蒙牛 手机配件 172型，规格: Pro版。支持5G全网通。现在下单享赠品随单送。
product,SPU000173,欧莱雅 手机配件 173型,手机通讯,手机配件,欧莱雅,颜色: 雾霾蓝 | 规格: Pro版 | 重量: 4.3kg,【欧莱雅旗舰店】欧莱雅 手机配件 173型，颜色: 雾霾蓝 | 规格: Pro版 | 重量: 4.3kg。120Hz高刷屏。现在下单享限时包邮。,【欧莱雅旗舰店】欧莱雅 手机配件 173型，颜色: 雾霾蓝 | 规格: Pro版 | 重量: 4.3kg。120Hz高刷屏。现在下单享限时包邮。
product,SPU000174,苹果 手机配件 174型,手机通讯,手机配件,苹果,重量: 9.2kg | 规格: 升级版,苹果苹果 手机配件 174型，重量: 9.2kg | 规格: 升级版。手机通讯品类热销产品，累计好评8万+。高清AI四摄,苹果苹果 手机配件 174型，重量: 9.2kg | 规格: 升级版。手机通讯品类热销产品，累计好评8万+。高清AI四摄
product,SPU000175,伊利 手机配件 175型,手机通讯,手机配件,伊利,重量: 18.7kg | 规格: 标准版,伊利伊利 手机配件 175型，重量: 18.7kg | 规格: 标准版。手机通讯品类热销产品，累计好评5万+。高清AI四摄,伊利伊利 手机配件 175型，重量: 18.7kg | 规格: 标准版。手机通讯品类热销产品，累计好评5万+。高清AI四摄
product,SPU000176,资生堂 手机配件 176型,手机通讯,手机配件,资生堂,规格: 标准版,资生堂官方正品资生堂 手机配件 176型，规格: 标准版。支持全国联保，超长续航5000mAh。已通过手机通讯行业标准认证。,资生堂官方正品资生堂 手机配件 176型，规格: 标准版。支持全国联保，超长续航5000mAh。已通过手机通讯行业标准认证。
product,SPU000177,李宁 手机配件 177型,手机通讯,手机配件,李宁,规格: 旗舰版,李宁官方正品李宁 手机配件 177型，规格: 旗舰版。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。,李宁官方正品李宁 手机配件 177型，规格: 旗舰版。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。
product,SPU000178,科沃斯 手机配件 178型,手机通讯,手机配件,科沃斯,重量: 5.4kg | 颜色: 星空灰 | 规格: 升级版,【科沃斯旗舰店】科沃斯 手机配件 178型，重量: 5.4kg | 颜色: 星空灰 | 规格: 升级版。120Hz高刷屏。现在下单享买二免一。,【科沃斯旗舰店】科沃斯 手机配件 178型，重量: 5.4kg | 颜色: 星空灰 | 规格: 升级版。120Hz高刷屏。现在下单享买二免一。
product,SPU000179,欧莱雅 手机配件 179型,手机通讯,手机配件,欧莱雅,颜色: 雾霾蓝 | 重量: 6.8kg,【欧莱雅旗舰店】欧莱雅 手机配件 179型，颜色: 雾霾蓝 | 重量: 6.8kg。超长续航5000mAh。现在下单享买二免一。,【欧莱雅旗舰店】欧莱雅 手机配件 179型，颜色: 雾霾蓝 | 重量: 6.8kg。超长续航5000mAh。现在下单享买二免一。
product,SPU000180,海尔 手机配件 180型,手机通讯,手机配件,海尔,重量: 22.3kg | 颜色: 经典黑,海尔官方正品海尔 手机配件 180型，重量: 22.3kg | 颜色: 经典黑。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。,海尔官方正品海尔 手机配件 180型，重量: 22.3kg | 颜色: 经典黑。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。
product,SPU000181,科沃斯 手机配件 181型,手机通讯,手机配件,科沃斯,规格: 旗舰版,科沃斯官方正品科沃斯 手机配件 181型，规格: 旗舰版。支持全国联保，高清AI四摄。已通过手机通讯行业标准认证。,科沃斯官方正品科沃斯 手机配件 181型，规格: 旗舰版。支持全国联保，高清AI四摄。已通过手机通讯行业标准认证。
product,SPU000182,华为 手机配件 182型,手机通讯,手机配件,华为,重量: 6.2kg,华为官方正品华为 手机配件 182型，重量: 6.2kg。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。,华为官方正品华为 手机配件 182型，重量: 6.2kg。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。
product,SPU000183,小米 手机配件 183型,手机通讯,手机配件,小米,颜色: 星空灰,【小米旗舰店】小米 手机配件 183型，颜色: 星空灰。超长续航5000mAh。现在下单享限时包邮。,【小米旗舰店】小米 手机配件 183型，颜色: 星空灰。超长续航5000mAh。现在下单享限时包邮。
product,SPU000184,华为 手机配件 184型,手机通讯,手机配件,华为,颜色: 星空灰,华为华为 手机配件 184型，颜色: 星空灰。手机通讯品类热销产品，累计好评41万+。高清AI四摄,华为华为 手机配件 184型，颜色: 星空灰。手机通讯品类热销产品，累计好评41万+。高清AI四摄
product,SPU000185,百草味 手机配件 185型,手机通讯,手机配件,百草味,规格: 标准版 | 颜色: 经典黑,百草味官方正品百草味 手机配件 185型，规格: 标准版 | 颜色: 经典黑。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。,百草味官方正品百草味 手机配件 185型，规格: 标准版 | 颜色: 经典黑。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。
product,SPU000186,格力 手机配件 186型,手机通讯,手机配件,格力,重量: 1.3kg | 颜色: 珍珠白,格力格力 手机配件 186型，重量: 1.3kg | 颜色: 珍珠白。手机通讯品类热销产品，累计好评17万+。支持5G全网通,格力格力 手机配件 186型，重量: 1.3kg | 颜色: 珍珠白。手机通讯品类热销产品，累计好评17万+。支持5G全网通
product,SPU000187,格力 手机配件 187型,手机通讯,手机配件,格力,规格: 升级版 | 颜色: 经典黑,【格力旗舰店】格力 手机配件 187型，规格: 升级版 | 颜色: 经典黑。支持5G全网通。现在下单享限时包邮。,【格力旗舰店】格力 手机配件 187型，规格: 升级版 | 颜色: 经典黑。支持5G全网通。现在下单享限时包邮。
product,SPU000188,蒙牛 手机配件 188型,手机通讯,手机配件,蒙牛,颜色: 星空灰,蒙牛蒙牛 手机配件 188型，颜色: 星空灰。手机通讯品类热销产品，累计好评29万+。120Hz高刷屏,蒙牛蒙牛 手机配件 188型，颜色: 星空灰。手机通讯品类热销产品，累计好评29万+。120Hz高刷屏
product,SPU000189,三只松鼠 手机配件 189型,手机通讯,手机配件,三只松鼠,规格: Lite版 | 颜色: 经典黑 | 重量: 12.4kg,【三只松鼠旗舰店】三只松鼠 手机配件 189型，规格: Lite版 | 颜色: 经典黑 | 重量: 12.4kg。超长续航5000mAh。现在下单享买二免一。,【三只松鼠旗舰店】三只松鼠 手机配件 189型，规格: Lite版 | 颜色: 经典黑 | 重量: 12.4kg。超长续航5000mAh。现在下单享买二免一。
product,SPU000190,李宁 手机配件 190型,手机通讯,手机配件,李宁,重量: 14.8kg | 颜色: 雾霾蓝,【李宁旗舰店】李宁 手机配件 190型，重量: 14.8kg | 颜色: 雾霾蓝。超长续航5000mAh。现在下单享赠品随单送。,【李宁旗舰店】李宁 手机配件 190型，重量: 14.8kg | 颜色: 雾霾蓝。超长续航5000mAh。现在下单享赠品随单送。
product,SPU000191,耐克 手机配件 191型,手机通讯,手机配件,耐克,重量: 23.2kg | 规格: Lite版,耐克耐克 手机配件 191型，重量: 23.2kg | 规格: Lite版。手机通讯品类热销产品，累计好评26万+。高清AI四摄,耐克耐克 手机配件 191型，重量: 23.2kg | 规格: Lite版。手机通讯品类热销产品，累计好评26万+。高清AI四摄
product,SPU000192,海尔 手机配件 192型,手机通讯,手机配件,海尔,颜色: 经典黑 | 重量: 20.7kg | 规格: Lite版,海尔海尔 手机配件 192型，颜色: 经典黑 | 重量: 20.7kg | 规格: Lite版。手机通讯品类热销产品，累计好评38万+。超长续航5000mAh,海尔海尔 手机配件 192型，颜色: 经典黑 | 重量: 20.7kg | 规格: Lite版。手机通讯品类热销产品，累计好评38万+。超长续航5000mAh
product,SPU000193,美的 手机配件 193型,手机通讯,手机配件,美的,重量: 13.2kg | 规格: Lite版,【美的旗舰店】美的 手机配件 193型，重量: 13.2kg | 规格: Lite版。支持5G全网通。现在下单享限时包邮。,【美的旗舰店】美的 手机配件 193型，重量: 13.2kg | 规格: Lite版。支持5G全网通。现在下单享限时包邮。
product,SPU000194,蒙牛 手机配件 194型,手机通讯,手机配件,蒙牛,颜色: 樱花粉 | 重量: 4.1kg | 规格: Pro版,蒙牛官方正品蒙牛 手机配件 194型，颜色: 樱花粉 | 重量: 4.1kg | 规格: Pro版。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。,蒙牛官方正品蒙牛 手机配件 194型，颜色: 樱花粉 | 重量: 4.1kg | 规格: Pro版。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。
product,SPU000195,安踏 手机配件 195型,手机通讯,手机配件,安踏,重量: 17.2kg,安踏安踏 手机配件 195型，重量: 17.2kg。手机通讯品类热销产品，累计好评38万+。120Hz高刷屏,安踏安踏 手机配件 195型，重量: 17.2kg。手机通讯品类热销产品，累计好评38万+。120Hz高刷屏
product,SPU000196,资生堂 手机配件 196型,手机通讯,手机配件,资生堂,规格: 标准版 | 颜色: 经典黑 | 重量: 6.8kg,资生堂官方正品资生堂 手机配件 196型，规格: 标准版 | 颜色: 经典黑 | 重量: 6.8kg。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。,资生堂官方正品资生堂 手机配件 196型，规格: 标准版 | 颜色: 经典黑 | 重量: 6.8kg。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。
product,SPU000197,苹果 手机配件 197型,手机通讯,手机配件,苹果,重量: 1.6kg,苹果苹果 手机配件 197型，重量: 1.6kg。手机通讯品类热销产品，累计好评30万+。高清AI四摄,苹果苹果 手机配件 197型，重量: 1.6kg。手机通讯品类热销产品，累计好评30万+。高清AI四摄
product,SPU000198,华为 手机配件 198型,手机通讯,手机配件,华为,颜色: 樱花粉,华为华为 手机配件 198型，颜色: 樱花粉。手机通讯品类热销产品，累计好评18万+。120Hz高刷屏,华为华为 手机配件 198型，颜色: 樱花粉。手机通讯品类热销产品，累计好评18万+。120Hz高刷屏
product,SPU000199,兰蔻 手机配件 199型,手机通讯,手机配件,兰蔻,重量: 16.7kg,兰蔻官方正品兰蔻 手机配件 199型，重量: 16.7kg。支持全国联保，高清AI四摄。已通过手机通讯行业标准认证。,兰蔻官方正品兰蔻 手机配件 199型，重量: 16.7kg。支持全国联保，高清AI四摄。已通过手机通讯行业标准认证。
product,SPU000200,阿迪达斯 手机配件 200型,手机通讯,手机配件,阿迪达斯,重量: 4.2kg | 颜色: 雾霾蓝 | 规格: Lite版,阿迪达斯阿迪达斯 手机配件 200型，重量: 4.2kg | 颜色: 雾霾蓝 | 规格: Lite版。手机通讯品类热销产品，累计好评33万+。超长续航5000mAh,阿迪达斯阿迪达斯 手机配件 200型，重量: 4.2kg | 颜色: 雾霾蓝 | 规格: Lite版。手机通讯品类热销产品，累计好评33万+。超长续航5000mAh
product,SPU000201,美的 手机配件 201型,手机通讯,手机配件,美的,规格: 标准版,美的官方正品美的 手机配件 201型，规格: 标准版。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。,美的官方正品美的 手机配件 201型，规格: 标准版。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。
product,SPU000202,良品铺子 手机配件 202型,手机通讯,手机配件,良品铺子,规格: Pro版 | 重量: 13.8kg | 颜色: 雾霾蓝,良品铺子官方正品良品铺子 手机配件 202型，规格: Pro版 | 重量: 13.8kg | 颜色: 雾霾蓝。支持全国联保，高清AI四摄。已通过手机通讯行业标准认证。,良品铺子官方正品良品铺子 手机配件 202型，规格: Pro版 | 重量: 13.8kg | 颜色: 雾霾蓝。支持全国联保，高清AI四摄。已通过手机通讯行业标准认证。
product,SPU000203,李宁 手机配件 203型,手机通讯,手机配件,李宁,规格: Pro版,【李宁旗舰店】李宁 手机配件 203型，规格: Pro版。高清AI四摄。现在下单享买二免一。,【李宁旗舰店】李宁 手机配件 203型，规格: Pro版。高清AI四摄。现在下单享买二免一。
product,SPU000204,小米 手机配件 204型,手机通讯,手机配件,小米,规格: Lite版 | 重量: 22.5kg,小米官方正品小米 手机配件 204型，规格: Lite版 | 重量: 22.5kg。支持全国联保，超长续航5000mAh。已通过手机通讯行业标准认证。,小米官方正品小米 手机配件 204型，规格: Lite版 | 重量: 22.5kg。支持全国联保，超长续航5000mAh。已通过手机通讯行业标准认证。
product,SPU000205,蒙牛 手机配件 205型,手机通讯,手机配件,蒙牛,规格: 升级版 | 颜色: 经典黑 | 重量: 20.3kg,【蒙牛旗舰店】蒙牛 手机配件 205型，规格: 升级版 | 颜色: 经典黑 | 重量: 20.3kg。超长续航5000mAh。现在下单享赠品随单送。,【蒙牛旗舰店】蒙牛 手机配件 205型，规格: 升级版 | 颜色: 经典黑 | 重量: 20.3kg。超长续航5000mAh。现在下单享赠品随单送。
product,SPU000206,兰蔻 手机配件 206型,手机通讯,手机配件,兰蔻,重量: 13.5kg,兰蔻官方正品兰蔻 手机配件 206型，重量: 13.5kg。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。,兰蔻官方正品兰蔻 手机配件 206型，重量: 13.5kg。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。
product,SPU000207,百草味 手机配件 207型,手机通讯,手机配件,百草味,重量: 10.8kg | 颜色: 经典黑 | 规格: 标准版,百草味官方正品百草味 手机配件 207型，重量: 10.8kg | 颜色: 经典黑 | 规格: 标准版。支持全国联保，高清AI四摄。已通过手机通讯行业标准认证。,百草味官方正品百草味 手机配件 207型，重量: 10.8kg | 颜色: 经典黑 | 规格: 标准版。支持全国联保，高清AI四摄。已通过手机通讯行业标准认证。
product,SPU000208,李宁 手机配件 208型,手机通讯,手机配件,李宁,重量: 5.0kg | 颜色: 星空灰 | 规格: Pro版,李宁李宁 手机配件 208型，重量: 5.0kg | 颜色: 星空灰 | 规格: Pro版。手机通讯品类热销产品，累计好评33万+。高清AI四摄,李宁李宁 手机配件 208型，重量: 5.0kg | 颜色: 星空灰 | 规格: Pro版。手机通讯品类热销产品，累计好评33万+。高清AI四摄
product,SPU000209,阿迪达斯 手机配件 209型,手机通讯,手机配件,阿迪达斯,重量: 22.7kg | 颜色: 雾霾蓝,阿迪达斯官方正品阿迪达斯 手机配件 209型，重量: 22.7kg | 颜色: 雾霾蓝。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。,阿迪达斯官方正品阿迪达斯 手机配件 209型，重量: 22.7kg | 颜色: 雾霾蓝。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。
product,SPU000210,华为 手机配件 210型,手机通讯,手机配件,华为,规格: 升级版,华为官方正品华为 手机配件 210型，规格: 升级版。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。,华为官方正品华为 手机配件 210型，规格: 升级版。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。
product,SPU000211,百草味 手机配件 211型,手机通讯,手机配件,百草味,重量: 22.7kg,百草味官方正品百草味 手机配件 211型，重量: 22.7kg。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。,百草味官方正品百草味 手机配件 211型，重量: 22.7kg。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。
product,SPU000212,美的 手机配件 212型,手机通讯,手机配件,美的,重量: 9.3kg | 规格: 标准版,美的官方正品美的 手机配件 212型，重量: 9.3kg | 规格: 标准版。支持全国联保，高清AI四摄。已通过手机通讯行业标准认证。,美的官方正品美的 手机配件 212型，重量: 9.3kg | 规格: 标准版。支持全国联保，高清AI四摄。已通过手机通讯行业标准认证。
product,SPU000213,海尔 手机配件 213型,手机通讯,手机配件,海尔,颜色: 珍珠白 | 规格: 旗舰版,海尔官方正品海尔 手机配件 213型，颜色: 珍珠白 | 规格: 旗舰版。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。,海尔官方正品海尔 手机配件 213型，颜色: 珍珠白 | 规格: 旗舰版。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。
product,SPU000214,耐克 手机配件 214型,手机通讯,手机配件,耐克,颜色: 雾霾蓝,耐克官方正品耐克 手机配件 214型，颜色: 雾霾蓝。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。,耐克官方正品耐克 手机配件 214型，颜色: 雾霾蓝。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。
product,SPU000215,蒙牛 手机配件 215型,手机通讯,手机配件,蒙牛,重量: 12.1kg,蒙牛蒙牛 手机配件 215型，重量: 12.1kg。手机通讯品类热销产品，累计好评6万+。超长续航5000mAh,蒙牛蒙牛 手机配件 215型，重量: 12.1kg。手机通讯品类热销产品，累计好评6万+。超长续航5000mAh
product,SPU000216,苹果 手机配件 216型,手机通讯,手机配件,苹果,颜色: 珍珠白 | 规格: Pro版 | 重量: 1.0kg,【苹果旗舰店】苹果 手机配件 216型，颜色: 珍珠白 | 规格: Pro版 | 重量: 1.0kg。超长续航5000mAh。现在下单享赠品随单送。,【苹果旗舰店】苹果 手机配件 216型，颜色: 珍珠白 | 规格: Pro版 | 重量: 1.0kg。超长续航5000mAh。现在下单享赠品随单送。
product,SPU000217,华为 手机配件 217型,手机通讯,手机配件,华为,颜色: 樱花粉 | 规格: 标准版 | 重量: 10.4kg,华为华为 手机配件 217型，颜色: 樱花粉 | 规格: 标准版 | 重量: 10.4kg。手机通讯品类热销产品，累计好评14万+。支持5G全网通,华为华为 手机配件 217型，颜色: 樱花粉 | 规格: 标准版 | 重量: 10.4kg。手机通讯品类热销产品，累计好评14万+。支持5G全网通
product,SPU000218,李宁 手机配件 218型,手机通讯,手机配件,李宁,规格: Lite版,李宁官方正品李宁 手机配件 218型，规格: Lite版。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。,李宁官方正品李宁 手机配件 218型，规格: Lite版。支持全国联保，支持5G全网通。已通过手机通讯行业标准认证。
product,SPU000219,良品铺子 手机配件 219型,手机通讯,手机配件,良品铺子,规格: Pro版 | 颜色: 星空灰 | 重量: 14.8kg,良品铺子官方正品良品铺子 手机配件 219型，规格: Pro版 | 颜色: 星空灰 | 重量: 14.8kg。支持全国联保，高清AI四摄。已通过手机通讯行业标准认证。,良品铺子官方正品良品铺子 手机配件 219型，规格: Pro版 | 颜色: 星空灰 | 重量: 14.8kg。支持全国联保，高清AI四摄。已通过手机通讯行业标准认证。
product,SPU000220,耐克 手机配件 220型,手机通讯,手机配件,耐克,规格: 旗舰版 | 重量: 18.7kg,耐克耐克 手机配件 220型，规格: 旗舰版 | 重量: 18.7kg。手机通讯品类热销产品，累计好评49万+。超长续航5000mAh,耐克耐克 手机配件 220型，规格: 旗舰版 | 重量: 18.7kg。手机通讯品类热销产品，累计好评49万+。超长续航5000mAh
product,SPU000221,蒙牛 手机配件 221型,手机通讯,手机配件,蒙牛,重量: 4.3kg | 规格: 升级版,【蒙牛旗舰店】蒙牛 手机配件 221型，重量: 4.3kg | 规格: 升级版。超长续航5000mAh。现在下单享买二免一。,【蒙牛旗舰店】蒙牛 手机配件 221型，重量: 4.3kg | 规格: 升级版。超长续航5000mAh。现在下单享买二免一。
product,SPU000222,安踏 手机配件 222型,手机通讯,手机配件,安踏,规格: 旗舰版 | 颜色: 樱花粉 | 重量: 1.0kg,安踏官方正品安踏 手机配件 222型，规格: 旗舰版 | 颜色: 樱花粉 | 重量: 1.0kg。支持全国联保，高清AI四摄。已通过手机通讯行业标准认证。,安踏官方正品安踏 手机配件 222型，规格: 旗舰版 | 颜色: 樱花粉 | 重量: 1.0kg。支持全国联保，高清AI四摄。已通过手机通讯行业标准认证。
product,SPU000223,美的 手机配件 223型,手机通讯,手机配件,美的,颜色: 珍珠白,美的美的 手机配件 223型，颜色: 珍珠白。手机通讯品类热销产品，累计好评20万+。超长续航5000mAh,美的美的 手机配件 223型，颜色: 珍珠白。手机通讯品类热销产品，累计好评20万+。超长续航5000mAh
product,SPU000224,美的 手机配件 224型,手机通讯,手机配件,美的,重量: 1.8kg | 规格: 标准版,【美的旗舰店】美的 手机配件 224型，重量: 1.8kg | 规格: 标准版。超长续航5000mAh。现在下单享限时包邮。,【美的旗舰店】美的 手机配件 224型，重量: 1.8kg | 规格: 标准版。超长续航5000mAh。现在下单享限时包邮。
product,SPU000225,安踏 手机配件 225型,手机通讯,手机配件,安踏,重量: 0.9kg,安踏安踏 手机配件 225型，重量: 0.9kg。手机通讯品类热销产品，累计好评5万+。超长续航5000mAh,安踏安踏 手机配件 225型，重量: 0.9kg。手机通讯品类热销产品，累计好评5万+。超长续航5000mAh
product,SPU000226,苹果 手机配件 226型,手机通讯,手机配件,苹果,重量: 11.8kg | 颜色: 雾霾蓝 | 规格: 标准版,【苹果旗舰店】苹果 手机配件 226型，重量: 11.8kg | 颜色: 雾霾蓝 | 规格: 标准版。高清AI四摄。现在下单享赠品随单送。,【苹果旗舰店】苹果 手机配件 226型，重量: 11.8kg | 颜色: 雾霾蓝 | 规格: 标准版。高清AI四摄。现在下单享赠品随单送。
product,SPU000227,李宁 手机配件 227型,手机通讯,手机配件,李宁,重量: 21.0kg | 规格: 升级版 | 颜色: 珍珠白,【李宁旗舰店】李宁 手机配件 227型，重量: 21.0kg | 规格: 升级版 | 颜色: 珍珠白。支持5G全网通。现在下单享限时包邮。,【李宁旗舰店】李宁 手机配件 227型，重量: 21.0kg | 规格: 升级版 | 颜色: 珍珠白。支持5G全网通。现在下单享限时包邮。
product,SPU000228,华为 手机配件 228型,手机通讯,手机配件,华为,规格: 标准版 | 颜色: 珍珠白 | 重量: 20.7kg,【华为旗舰店】华为 手机配件 228型，规格: 标准版 | 颜色: 珍珠白 | 重量: 20.7kg。120Hz高刷屏。现在下单享30天价保。,【华为旗舰店】华为 手机配件 228型，规格: 标准版 | 颜色: 珍珠白 | 重量: 20.7kg。120Hz高刷屏。现在下单享30天价保。
product,SPU000229,格力 手机配件 229型,手机通讯,手机配件,格力,规格: Pro版 | 重量: 5.7kg,格力格力 手机配件 229型，规格: Pro版 | 重量: 5.7kg。手机通讯品类热销产品，累计好评12万+。超长续航5000mAh,格力格力 手机配件 229型，规格: Pro版 | 重量: 5.7kg。手机通讯品类热销产品，累计好评12万+。超长续航5000mAh
product,SPU000230,科沃斯 手机配件 230型,手机通讯,手机配件,科沃斯,重量: 1.7kg,科沃斯科沃斯 手机配件 230型，重量: 1.7kg。手机通讯品类热销产品，累计好评44万+。超长续航5000mAh,科沃斯科沃斯 手机配件 230型，重量: 1.7kg。手机通讯品类热销产品，累计好评44万+。超长续航5000mAh
product,SPU000231,科沃斯 手机配件 231型,手机通讯,手机配件,科沃斯,重量: 3.8kg | 颜色: 樱花粉 | 规格: Pro版,【科沃斯旗舰店】科沃斯 手机配件 231型，重量: 3.8kg | 颜色: 樱花粉 | 规格: Pro版。超长续航5000mAh。现在下单享赠品随单送。,【科沃斯旗舰店】科沃斯 手机配件 231型，重量: 3.8kg | 颜色: 樱花粉 | 规格: Pro版。超长续航5000mAh。现在下单享赠品随单送。
product,SPU000232,安踏 手机配件 232型,手机通讯,手机配件,安踏,规格: Lite版 | 重量: 1.1kg,安踏安踏 手机配件 232型，规格: Lite版 | 重量: 1.1kg。手机通讯品类热销产品，累计好评36万+。超长续航5000mAh,安踏安踏 手机配件 232型，规格: Lite版 | 重量: 1.1kg。手机通讯品类热销产品，累计好评36万+。超长续航5000mAh
product,SPU000233,阿迪达斯 手机配件 233型,手机通讯,手机配件,阿迪达斯,规格: 升级版 | 重量: 5.6kg | 颜色: 樱花粉,阿迪达斯官方正品阿迪达斯 手机配件 233型，规格: 升级版 | 重量: 5.6kg | 颜色: 樱花粉。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。,阿迪达斯官方正品阿迪达斯 手机配件 233型，规格: 升级版 | 重量: 5.6kg | 颜色: 樱花粉。支持全国联保，120Hz高刷屏。已通过手机通讯行业标准认证。
product,SPU000234,资生堂 手机配件 234型,手机通讯,手机配件,资生堂,颜色: 经典黑,【资生堂旗舰店】资生堂 手机配件 234型，颜色: 经典黑。120Hz高刷屏。现在下单享30天价保。,【资生堂旗舰店】资生堂 手机配件 234型，颜色: 经典黑。120Hz高刷屏。现在下单享30天价保。
product,SPU000235,伊利 手机配件 235型,手机通讯,手机配件,伊利,重量: 6.4kg,【伊利旗舰店】伊利 手机配件 235型，重量: 6.4kg。支持5G全网通。现在下单享买二免一。,【伊利旗舰店】伊利 手机配件 235型，重量: 6.4kg。支持5G全网通。现在下单享买二免一。
product,SPU000236,格力 手机配件 236型,手机通讯,手机配件,格力,颜色: 珍珠白,格力官方正品格力 手机配件 236型，颜色: 珍珠白。支持全国联保，超长续航5000mAh。已通过手机通讯行业标准认证。,格力官方正品格力 手机配件 236型，颜色: 珍珠白。支持全国联保，超长续航5000mAh。已通过手机通讯行业标准认证。
